sample_id,experiment_batch,set,cluster,prompt_condition,replicate,full_english_prompt,prompt_record_status,generation_model,image_width_px,image_height_px,aspect_ratio,fixed_generation_conditions,other_generation_parameters,image_file,image_sha256,evidence_source
A1_F_R8,Batch 2,Set A,1,Free Prompt,R8,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C1_FreePrompt_R8.png,7b1c2e453787c8a33aaeb480ab62a474bb5f8a71893cdb663b9ff45ae21e1308,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A1_F_R9,Batch 2,Set A,1,Free Prompt,R9,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C1_FreePrompt_R9.png,c6cc4547bb0eb7a22ea78fe95faa7ab03574efa1471eaadf99344974bf70d178,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A1_S_R7,Batch 2,Set A,1,Semantic Prompt,R7,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: dense geometric interlocking, multilayer ring-like sequence, outward-expanding modules, flexible composite components, biomimetic layering.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C1_SemanticPrompt_R7.png,b18387ea627a21d199793b052c6eca7dfa89c8b710a96f8519e326655b502ed7,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A1_S_R8,Batch 2,Set A,1,Semantic Prompt,R8,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: dense geometric interlocking, multilayer ring-like sequence, outward-expanding modules, flexible composite components, biomimetic layering.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C1_SemanticPrompt_R8.png,b41114cc20548df6095bcf9bdb276f53ac76b8450b92ce07f07dcad725c8bca0,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A1_S_R9,Batch 2,Set A,1,Semantic Prompt,R9,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: dense geometric interlocking, multilayer ring-like sequence, outward-expanding modules, flexible composite components, biomimetic layering.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C1_SemanticPrompt_R9.png,1a79bb5a819dbdb181a73943528826512ece84a838d22d2368ca3b2bc083cac1,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A2_F_R7,Batch 2,Set A,2,Free Prompt,R7,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C2_FreePrompt_R7.png,16e85f89f55d38bdf4af0b8d10d0b9ca69c2835c6cd872ed5776701546336a96,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A2_F_R8,Batch 2,Set A,2,Free Prompt,R8,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C2_FreePrompt_R8.png,9e567fa2355fabd3bf849dc291c9136a9f6d2bb94d08a15d912753bd2e2be6c0,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A2_F_R9,Batch 2,Set A,2,Free Prompt,R9,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C2_FreePrompt_R9.png,016df691674f7ebf0ce54bb43023391a482d1464deab53741c833b7dda3f1709,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A2_S_R7,Batch 2,Set A,2,Semantic Prompt,R7,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: translucent daylight-regulating interface, diagonal scale-like units, overlapping joints, lightweight material, parametric grid.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C2_SemanticPrompt_R7.png,8bbbb2e88b2daf253d7a24daea017aab9e39e36c1d673c8aaa89c5621384ddc3,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A2_S_R8,Batch 2,Set A,2,Semantic Prompt,R8,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: translucent daylight-regulating interface, diagonal scale-like units, overlapping joints, lightweight material, parametric grid.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C2_SemanticPrompt_R8.png,5ee1d002e4452a649d909f4b90f6b34cd6d34eb7ca9c67eff168882973be2e57,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A2_S_R9,Batch 2,Set A,2,Semantic Prompt,R9,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: translucent daylight-regulating interface, diagonal scale-like units, overlapping joints, lightweight material, parametric grid.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C2_SemanticPrompt_R9.png,9e46efb0147aedcce913cc05fd61cdc621b402f24b83708e609ffe443eca996c,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A3_F_R7,Batch 2,Set A,3,Free Prompt,R7,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C3_FreePrompt_R7.png,17822bf6fe168d599e64e0e8d13cea4a3aeddcb86dfb3bfd2db66546021aabec,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A3_F_R8,Batch 2,Set A,3,Free Prompt,R8,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C3_FreePrompt_R8.png,59031ea774004f9b5182adec6fe7ca718011afeb82c2f4d427ac3c157c2d5770,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A3_F_R9,Batch 2,Set A,3,Free Prompt,R9,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C3_FreePrompt_R9.png,883de59e67fc1acbf595375342a896029bbdaa7674e38685c50c17d5581c936b,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A3_S_R7,Batch 2,Set A,3,Semantic Prompt,R7,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: square frame, symmetric triangular folded surfaces, rotating interlocking panels, mechanical opening and closing, multi-source responsiveness.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C3_SemanticPrompt_R7.png,2753161b267e487d31b4b474edf3a214fdf02618ae30e58f85c6b089c939d4d9,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A3_S_R8,Batch 2,Set A,3,Semantic Prompt,R8,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: square frame, symmetric triangular folded surfaces, rotating interlocking panels, mechanical opening and closing, multi-source responsiveness.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C3_SemanticPrompt_R8.png,cd52a2235d716b164ba79e0585e51a7ead6d39ec415571c9f7c348cc333265ec,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A3_S_R9,Batch 2,Set A,3,Semantic Prompt,R9,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: square frame, symmetric triangular folded surfaces, rotating interlocking panels, mechanical opening and closing, multi-source responsiveness.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",same_prompt_text_reused_from_corresponding_batch_1_condition,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_2_Generated_Images/Batch2_SetA_C3_SemanticPrompt_R9.png,cb829a612b8bde72091e9fb4aa1eccd7e14ac6b735fe82a080da881e342f2a70,Corresponding Batch 1 prompt in this manifest (reused under the study protocol); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
